no,cve_ent,year,valor,entidad,entidad_abr_m
1045,16,1988,3583228,Michoacán,MICH
1045,17,1988,1181780,Morelos,MOR
1045,18,1988,831790,Nayarit,NAY
1045,19,1988,3069108,Nuevo León,NL
1045,20,1988,3025360,Oaxaca,OAX
1045,21,1988,4159009,Puebla,PUE
1045,22,1988,1028815,Querétaro,QRO
1045,23,1988,450438,Quintana Roo,QROO
1045,24,1988,2012384,San Luis Potosí,SLP
1045,25,1988,2192220,Sinaloa,SIN
1045,26,1988,1812299,Sonora,SON
1045,27,1988,1453537,Tabasco,TAB
1045,28,1988,2251547,Tamaulipas,TAM
1045,29,1988,749058,Tlaxcala,TLAX
1045,30,1988,6261169,Veracruz,VER
1045,31,1988,1353027,Yucatán,YUC
1045,32,1988,1301767,Zacatecas,ZAC
1045,00,1989,82889981,Nacional,Nacional
1045,01,1989,727003,Aguascalientes,AGS
1045,02,1989,1671850,Baja California,BC
1045,03,1989,317497,Baja California Sur,BCS
1045,04,1989,542478,Campeche,CAMP
1045,05,1989,1999259,Coahuila,COAH
1045,06,1989,433882,Colima,COL
1045,07,1989,3220251,Chiapas,CHPS
1045,08,1989,2485341,Chihuahua,CHIH
1045,09,1989,8533199,Ciudad de México,CDMX
1045,10,1989,1385729,Durango,DGO
1045,11,1989,4041231,Guanajuato,GTO
1045,12,1989,2689260,Guerrero,GRO
1045,13,1989,1916220,Hidalgo,HGO
1045,14,1989,5470695,Jalisco,JAL
1045,15,1989,9969914,México,MEX
1045,16,1989,3660290,Michoacán,MICH
1045,17,1989,1209093,Morelos,MOR
1045,18,1989,842700,Nayarit,NAY
1045,19,1989,3137556,Nuevo León,NL
1045,20,1989,3097185,Oaxaca,OAX
1045,21,1989,4245006,Puebla,PUE
1045,22,1989,1065790,Querétaro,QRO
1045,23,1989,482594,Quintana Roo,QROO
1045,24,1989,2047868,San Luis Potosí,SLP
1045,25,1989,2232282,Sinaloa,SIN
1045,26,1989,1847370,Sonora,SON
1045,27,1989,1504909,Tabasco,TAB
1045,28,1989,2288448,Tamaulipas,TAM
1045,29,1989,772762,Tlaxcala,TLAX
1045,30,1989,6348180,Veracruz,VER
1045,31,1989,1387473,Yucatán,YUC
1045,32,1989,1316666,Zacatecas,ZAC
1045,00,1990,84502988,Nacional,Nacional
1045,01,1990,750856,Aguascalientes,AGS
1045,02,1990,1735043,Baja California,BC
1045,03,1990,328819,Baja California Sur,BCS
1045,04,1990,557351,Campeche,CAMP
1045,05,1990,2042250,Coahuila,COAH
1045,06,1990,443360,Colima,COL
1045,07,1990,3322958,Chiapas,CHPS
1045,08,1990,2538242,Chihuahua,CHIH
1045,09,1990,8485531,Ciudad de México,CDMX
1045,10,1990,1403415,Durango,DGO
1045,11,1990,4137393,Guanajuato,GTO
1045,12,1990,2740528,Guerrero,GRO
1045,13,1990,1953045,Hidalgo,HGO
1045,14,1990,5579963,Jalisco,JAL
1045,15,1990,10253144,México,MEX
1045,16,1990,3727566,Michoacán,MICH
1045,17,1990,1241502,Morelos,MOR
1045,18,1990,854041,Nayarit,NAY
1045,19,1990,3208410,Nuevo León,NL
1045,20,1990,3153088,Oaxaca,OAX
1045,21,1990,4328841,Puebla,PUE
1045,22,1990,1101195,Querétaro,QRO
1045,23,1990,516230,Quintana Roo,QROO
1045,24,1990,2082161,San Luis Potosí,SLP
1045,25,1990,2271127,Sinaloa,SIN
1045,26,1990,1885900,Sonora,SON
1045,27,1990,1552821,Tabasco,TAB
1045,28,1990,2329201,Tamaulipas,TAM
1045,29,1990,795115,Tlaxcala,TLAX
1045,30,1990,6433250,Veracruz,VER
1045,31,1990,1421233,Yucatán,YUC
1045,32,1990,1329409,Zacatecas,ZAC
1045,00,1991,86127477,Nacional,Nacional
1045,01,1991,774794,Aguascalientes,AGS
1045,02,1991,1807719,Baja California,BC
1045,03,1991,338829,Baja California Sur,BCS
1045,04,1991,574638,Campeche,CAMP
1045,05,1991,2076781,Coahuila,COAH
1045,06,1991,453420,Colima,COL
1045,07,1991,3391579,Chiapas,CHPS
1045,08,1991,2595706,Chihuahua,CHIH
1045,09,1991,8505567,Ciudad de México,CDMX
1045,10,1991,1418394,Durango,DGO
1045,11,1991,4211764,Guanajuato,GTO
1045,12,1991,2786492,Guerrero,GRO
1045,13,1991,1990230,Hidalgo,HGO
1045,14,1991,5691780,Jalisco,JAL
1045,15,1991,10561726,México,MEX
1045,16,1991,3782550,Michoacán,MICH
1045,17,1991,1281003,Morelos,MOR
1045,18,1991,865996,Nayarit,NAY
1045,19,1991,3282300,Nuevo León,NL
1045,20,1991,3188670,Oaxaca,OAX
1045,21,1991,4411075,Puebla,PUE
1045,22,1991,1134369,Querétaro,QRO
1045,23,1991,551595,Quintana Roo,QROO
1045,24,1991,2114998,San Luis Potosí,SLP
1045,25,1991,2308525,Sinaloa,SIN
1045,26,1991,1928811,Sonora,SON
1045,27,1991,1596233,Tabasco,TAB
1045,28,1991,2374748,Tamaulipas,TAM
1045,29,1991,815754,Tlaxcala,TLAX
1045,30,1991,6517804,Veracruz,VER
1045,31,1991,1454112,Yucatán,YUC
1045,32,1991,1339515,Zacatecas,ZAC
1045,00,1992,87753131,Nacional,Nacional
1045,01,1992,798983,Aguascalientes,AGS
1045,02,1992,1883269,Baja California,BC
1045,03,1992,348614,Baja California Sur,BCS
1045,04,1992,592585,Campeche,CAMP
1045,05,1992,2108789,Coahuila,COAH
1045,06,1992,463844,Colima,COL
1045,07,1992,3451963,Chiapas,CHPS
1045,08,1992,2653724,Chihuahua,CHIH
1045,09,1992,8537054,Ciudad de México,CDMX
1045,10,1992,1431598,Durango,DGO
1045,11,1992,4280389,Guanajuato,GTO
1045,12,1992,2831177,Guerrero,GRO
1045,13,1992,2028821,Hidalgo,HGO
1045,14,1992,5802538,Jalisco,JAL
1045,15,1992,10877364,México,MEX
1045,16,1992,3833635,Michoacán,MICH
1045,17,1992,1323510,Morelos,MOR
1045,18,1992,877887,Nayarit,NAY
1045,19,1992,3357998,Nuevo León,NL
1045,20,1992,3218151,Oaxaca,OAX
1045,21,1992,4494336,Puebla,PUE
1045,22,1992,1166962,Querétaro,QRO
1045,23,1992,588073,Quintana Roo,QROO
1045,24,1992,2147622,San Luis Potosí,SLP
1045,25,1992,2346059,Sinaloa,SIN
1045,26,1992,1973434,Sonora,SON
1045,27,1992,1639207,Tabasco,TAB
1045,28,1992,2421450,Tamaulipas,TAM
1045,29,1992,836372,Tlaxcala,TLAX
1045,30,1992,6602904,Veracruz,VER
1045,31,1992,1486432,Yucatán,YUC
1045,32,1992,1348387,Zacatecas,ZAC
1045,00,1993,89364560,Nacional,Nacional
1045,01,1993,823342,Aguascalientes,AGS
1045,02,1993,1959949,Baja California,BC
1045,03,1993,358459,Baja California Sur,BCS
1045,04,1993,610510,Campeche,CAMP
1045,05,1993,2140131,Coahuila,COAH
1045,06,1993,474354,Colima,COL
1045,07,1993,3510780,Chiapas,CHPS
1045,08,1993,2711402,Chihuahua,CHIH
1045,09,1993,8564878,Ciudad de México,CDMX
1045,10,1993,1443600,Durango,DGO
1045,11,1993,4347392,Guanajuato,GTO
1045,12,1993,2875265,Guerrero,GRO
1045,13,1993,2067997,Hidalgo,HGO
1045,14,1993,5910936,Jalisco,JAL
1045,15,1993,11193590,México,MEX
1045,16,1993,3882339,Michoacán,MICH
1045,17,1993,1367153,Morelos,MOR
1045,18,1993,889353,Nayarit,NAY
1045,19,1993,3434963,Nuevo León,NL
1045,20,1993,3245113,Oaxaca,OAX
1045,21,1993,4577466,Puebla,PUE
1045,22,1993,1199420,Querétaro,QRO
1045,23,1993,625351,Quintana Roo,QROO
1045,24,1993,2179958,San Luis Potosí,SLP
1045,25,1993,2383706,Sinaloa,SIN
1045,26,1993,2018744,Sonora,SON
1045,27,1993,1682280,Tabasco,TAB
1045,28,1993,2468183,Tamaulipas,TAM
1045,29,1993,857180,Tlaxcala,TLAX
1045,30,1993,6686347,Veracruz,VER
1045,31,1993,1517996,Yucatán,YUC
1045,32,1993,1356423,Zacatecas,ZAC
1045,00,1994,90953505,Nacional,Nacional
1045,01,1994,847751,Aguascalientes,AGS
1045,02,1994,2037692,Baja California,BC
1045,03,1994,368345,Baja California Sur,BCS
1045,04,1994,628350,Campeche,CAMP
1045,05,1994,2170685,Coahuila,COAH
1045,06,1994,484794,Colima,COL
1045,07,1994,3568658,Chiapas,CHPS
1045,08,1994,2768489,Chihuahua,CHIH
1045,09,1994,8588560,Ciudad de México,CDMX
1045,10,1994,1454382,Durango,DGO
1045,11,1994,4412605,Guanajuato,GTO
1045,12,1994,2918688,Guerrero,GRO
1045,13,1994,2106928,Hidalgo,HGO
1045,14,1994,6016776,Jalisco,JAL
1045,15,1994,11510838,México,MEX
1045,16,1994,3928745,Michoacán,MICH
1045,17,1994,1411228,Morelos,MOR
1045,18,1994,900281,Nayarit,NAY
1045,19,1994,3512406,Nuevo León,NL
1045,20,1994,3270326,Oaxaca,OAX
1045,21,1994,4659173,Puebla,PUE
1045,22,1994,1231789,Querétaro,QRO
1045,23,1994,663211,Quintana Roo,QROO
1045,24,1994,2211382,San Luis Potosí,SLP
1045,25,1994,2420706,Sinaloa,SIN
1045,26,1994,2063961,Sonora,SON
1045,27,1994,1725150,Tabasco,TAB
1045,28,1994,2514335,Tamaulipas,TAM
1045,29,1994,878037,Tlaxcala,TLAX
1045,30,1994,6766756,Veracruz,VER
1045,31,1994,1548861,Yucatán,YUC
1045,32,1994,1363617,Zacatecas,ZAC
1045,00,1995,92506744,Nacional,Nacional
1045,01,1995,871727,Aguascalientes,AGS
1045,02,1995,2115146,Baja California,BC
1045,03,1995,378327,Baja California Sur,BCS
1045,04,1995,645597,Campeche,CAMP
1045,05,1995,2200397,Coahuila,COAH
1045,06,1995,495079,Colima,COL
1045,07,1995,3627059,Chiapas,CHPS
1045,08,1995,2823811,Chihuahua,CHIH
1045,09,1995,8607943,Ciudad de México,CDMX
1045,10,1995,1463511,Durango,DGO
1045,11,1995,4476564,Guanajuato,GTO
1045,12,1995,2961659,Guerrero,GRO
1045,13,1995,2145171,Hidalgo,HGO
1045,14,1995,6118126,Jalisco,JAL
1045,15,1995,11826804,México,MEX
1045,16,1995,3971956,Michoacán,MICH
1045,17,1995,1453659,Morelos,MOR
1045,18,1995,910411,Nayarit,NAY
1045,19,1995,3588615,Nuevo León,NL
1045,20,1995,3296895,Oaxaca,OAX
1045,21,1995,4741212,Puebla,PUE
1045,22,1995,1264513,Querétaro,QRO
1045,23,1995,701480,Quintana Roo,QROO
1045,24,1995,2241315,San Luis Potosí,SLP
1045,25,1995,2456041,Sinaloa,SIN
1045,26,1995,2107533,Sonora,SON
1045,27,1995,1767324,Tabasco,TAB
1045,28,1995,2560075,Tamaulipas,TAM
1045,29,1995,898836,Tlaxcala,TLAX
1045,30,1995,6841000,Veracruz,VER
1045,31,1995,1578897,Yucatán,YUC
1045,32,1995,1370061,Zacatecas,ZAC
1045,00,1996,94005638,Nacional,Nacional
1045,01,1996,893303,Aguascalientes,AGS
1045,02,1996,2192097,Baja California,BC
1045,03,1996,389053,Baja California Sur,BCS
1045,04,1996,659759,Campeche,CAMP
1045,05,1996,2230415,Coahuila,COAH
1045,06,1996,505787,Colima,COL
1045,07,1996,3694503,Chiapas,CHPS
1045,08,1996,2879403,Chihuahua,CHIH
1045,09,1996,8631281,Ciudad de México,CDMX
1045,10,1996,1469335,Durango,DGO
1045,11,1996,4539211,Guanajuato,GTO
1045,12,1996,3003117,Guerrero,GRO
1045,13,1996,2180565,Hidalgo,HGO
1045,14,1996,6203044,Jalisco,JAL
1045,15,1996,12137857,México,MEX
1045,16,1996,4004858,Michoacán,MICH
1045,17,1996,1487278,Morelos,MOR
1045,18,1996,918223,Nayarit,NAY
1045,19,1996,3659598,Nuevo León,NL
1045,20,1996,3336371,Oaxaca,OAX
1045,21,1996,4834361,Puebla,PUE
1045,22,1996,1298877,Querétaro,QRO
1045,23,1996,740674,Quintana Roo,QROO
1045,24,1996,2268563,San Luis Potosí,SLP
1045,25,1996,2487661,Sinaloa,SIN
1045,26,1996,2145125,Sonora,SON
1045,27,1996,1805722,Tabasco,TAB
1045,28,1996,2609420,Tamaulipas,TAM
1045,29,1996,918997,Tlaxcala,TLAX
1045,30,1996,6900286,Veracruz,VER
1045,31,1996,1605973,Yucatán,YUC
1045,32,1996,1374921,Zacatecas,ZAC
1045,00,1997,95438019,Nacional,Nacional
1045,01,1997,912513,Aguascalientes,AGS
1045,02,1997,2269215,Baja California,BC
1045,03,1997,400401,Baja California Sur,BCS
1045,04,1997,671088,Campeche,CAMP
1045,05,1997,2260205,Coahuila,COAH
1045,06,1997,516728,Colima,COL
1045,07,1997,3770015,Chiapas,CHPS
1045,08,1997,2935733,Chihuahua,CHIH
1045,09,1997,8657116,Ciudad de México,CDMX
1045,10,1997,1472087,Durango,DGO
1045,11,1997,4599386,Guanajuato,GTO
1045,12,1997,3042180,Guerrero,GRO
1045,13,1997,2211983,Hidalgo,HGO
1045,14,1997,6272206,Jalisco,JAL
1045,15,1997,12444946,México,MEX
1045,16,1997,4027303,Michoacán,MICH
1045,17,1997,1512484,Morelos,MOR
1045,18,1997,923738,Nayarit,NAY
1045,19,1997,3724841,Nuevo León,NL
1045,20,1997,3386687,Oaxaca,OAX
1045,21,1997,4935582,Puebla,PUE
1045,22,1997,1334679,Querétaro,QRO
1045,23,1997,780619,Quintana Roo,QROO
1045,24,1997,2292648,San Luis Potosí,SLP
1045,25,1997,2515070,Sinaloa,SIN
1045,26,1997,2176654,Sonora,SON
1045,27,1997,1839997,Tabasco,TAB
1045,28,1997,2661234,Tamaulipas,TAM
1045,29,1997,938173,Tlaxcala,TLAX
1045,30,1997,6944547,Veracruz,VER
1045,31,1997,1630052,Yucatán,YUC
1045,32,1997,1377909,Zacatecas,ZAC
1045,00,1998,96799183,Nacional,Nacional
1045,01,1998,931005,Aguascalientes,AGS
1045,02,1998,2345846,Baja California,BC
1045,03,1998,411652,Baja California Sur,BCS
1045,04,1998,681912,Campeche,CAMP
1045,05,1998,2288021,Coahuila,COAH
1045,06,1998,527152,Colima,COL
1045,07,1998,3844853,Chiapas,CHPS
1045,08,1998,2990037,Chihuahua,CHIH
1045,09,1998,8674660,Ciudad de México,CDMX
1045,10,1998,1473323,Durango,DGO
1045,11,1998,4656208,Guanajuato,GTO
1045,12,1998,3079168,Guerrero,GRO
1045,13,1998,2240644,Hidalgo,HGO
1045,14,1998,6336617,Jalisco,JAL
1045,15,1998,12749519,México,MEX
1045,16,1998,4045551,Michoacán,MICH
1045,17,1998,1535406,Morelos,MOR
1045,18,1998,928305,Nayarit,NAY
1045,19,1998,3786472,Nuevo León,NL
1045,20,1998,3436406,Oaxaca,OAX
1045,21,1998,5033125,Puebla,PUE
1045,22,1998,1370676,Querétaro,QRO
1045,23,1998,820503,Quintana Roo,QROO
1045,24,1998,2314108,San Luis Potosí,SLP
1045,25,1998,2539262,Sinaloa,SIN
1045,26,1998,2205454,Sonora,SON
1045,27,1998,1872907,Tabasco,TAB
1045,28,1998,2710773,Tamaulipas,TAM
1045,29,1998,956645,Tlaxcala,TLAX
1045,30,1998,6980346,Veracruz,VER
1045,31,1998,1653043,Yucatán,YUC
1045,32,1998,1379584,Zacatecas,ZAC
1045,00,1999,98085415,Nacional,Nacional
1045,01,1999,948799,Aguascalientes,AGS
1045,02,1999,2421642,Baja California,BC
1045,03,1999,422747,Baja California Sur,BCS
1045,04,1999,692332,Campeche,CAMP
1045,05,1999,2313666,Coahuila,COAH
1045,06,1999,537149,Colima,COL
1045,07,1999,3918320,Chiapas,CHPS
1045,08,1999,3042094,Chihuahua,CHIH
1045,09,1999,8682629,Ciudad de México,CDMX
1045,10,1999,1473129,Durango,DGO
1045,11,1999,4708955,Guanajuato,GTO
1045,12,1999,3113782,Guerrero,GRO
1045,13,1999,2266912,Hidalgo,HGO
1045,14,1999,6396158,Jalisco,JAL
1045,15,1999,13050738,México,MEX
1045,16,1999,4059880,Michoacán,MICH
1045,17,1999,1556573,Morelos,MOR
1045,18,1999,932044,Nayarit,NAY
1045,19,1999,3844444,Nuevo León,NL
1045,20,1999,3484568,Oaxaca,OAX
1045,21,1999,5126942,Puebla,PUE
1045,22,1999,1406504,Querétaro,QRO
1045,23,1999,860391,Quintana Roo,QROO
1045,24,1999,2333161,San Luis Potosí,SLP
1045,25,1999,2560470,Sinaloa,SIN
1045,26,1999,2231783,Sonora,SON
1045,27,1999,1904727,Tabasco,TAB
1045,28,1999,2757976,Tamaulipas,TAM
1045,29,1999,974408,Tlaxcala,TLAX
1045,30,1999,7007884,Veracruz,VER
1045,31,1999,1674766,Yucatán,YUC
1045,32,1999,1379842,Zacatecas,ZAC
1045,00,2000,99368858,Nacional,Nacional
1045,01,2000,968833,Aguascalientes,AGS
1045,02,2000,2495955,Baja California,BC
1045,03,2000,436096,Baja California Sur,BCS
1045,04,2000,704083,Campeche,CAMP
1045,05,2000,2345905,Coahuila,COAH
1045,06,2000,545502,Colima,COL
1045,07,2000,3996040,Chiapas,CHPS
1045,08,2000,3089196,Chihuahua,CHIH
1045,09,2000,8706087,Ciudad de México,CDMX
1045,10,2000,1479503,Durango,DGO
1045,11,2000,4762391,Guanajuato,GTO
1045,12,2000,3141810,Guerrero,GRO
1045,13,2000,2291727,Hidalgo,HGO
1045,14,2000,6467806,Jalisco,JAL
1045,15,2000,13311647,México,MEX
1045,16,2000,4070129,Michoacán,MICH
1045,17,2000,1574073,Morelos,MOR
1045,18,2000,937616,Nayarit,NAY
1045,19,2000,3910227,Nuevo León,NL
1045,20,2000,3522584,Oaxaca,OAX
1045,21,2000,5208423,Puebla,PUE
1045,22,2000,1443141,Querétaro,QRO
1045,23,2000,901099,Quintana Roo,QROO
1045,24,2000,2354562,San Luis Potosí,SLP
1045,25,2000,2580007,Sinaloa,SIN
1045,26,2000,2262244,Sonora,SON
1045,27,2000,1932690,Tabasco,TAB
1045,28,2000,2807365,Tamaulipas,TAM
1045,29,2000,993379,Tlaxcala,TLAX
1045,30,2000,7045730,Veracruz,VER
1045,31,2000,1700325,Yucatán,YUC
1045,32,2000,1382683,Zacatecas,ZAC
1045,00,2001,100739263,Nacional,Nacional
1045,01,2001,992461,Aguascalientes,AGS
1045,02,2001,2570837,Baja California,BC
1045,03,2001,452484,Baja California Sur,BCS
1045,04,2001,718130,Campeche,CAMP
1045,05,2001,2388354,Coahuila,COAH
1045,06,2001,552590,Colima,COL
1045,07,2001,4082064,Chiapas,CHPS
1045,08,2001,3133500,Chihuahua,CHIH
1045,09,2001,8758667,Ciudad de México,CDMX
1045,10,2001,1494973,Durango,DGO
1045,11,2001,4820647,Guanajuato,GTO
1045,12,2001,3164220,Guerrero,GRO
1045,13,2001,2317149,Hidalgo,HGO
1045,14,2001,6559039,Jalisco,JAL
1045,15,2001,13531603,México,MEX
1045,16,2001,4079290,Michoacán,MICH
1045,17,2001,1589314,Morelos,MOR
1045,18,2001,946143,Nayarit,NAY
1045,19,2001,3989161,Nuevo León,NL
1045,20,2001,3551047,Oaxaca,OAX
1045,21,2001,5280329,Puebla,PUE
1045,22,2001,1481802,Querétaro,QRO
1045,23,2001,943529,Quintana Roo,QROO
1045,24,2001,2381097,San Luis Potosí,SLP
1045,25,2001,2600774,Sinaloa,SIN
1045,26,2001,2300246,Sonora,SON
1045,27,2001,1957949,Tabasco,TAB
1045,28,2001,2862596,Tamaulipas,TAM
1045,29,2001,1014617,Tlaxcala,TLAX
1045,30,2001,7102922,Veracruz,VER
1045,31,2001,1731984,Yucatán,YUC
1045,32,2001,1389745,Zacatecas,ZAC
1045,00,2002,102167274,Nacional,Nacional
1045,01,2002,1017397,Aguascalientes,AGS
1045,02,2002,2647676,Baja California,BC
1045,03,2002,469791,Baja California Sur,BCS
1045,04,2002,733163,Campeche,CAMP
1045,05,2002,2433494,Coahuila,COAH
1045,06,2002,559938,Colima,COL
1045,07,2002,4171911,Chiapas,CHPS
1045,08,2002,3178885,Chihuahua,CHIH
1045,09,2002,8819709,Ciudad de México,CDMX
1045,10,2002,1512519,Durango,DGO
1045,11,2002,4880536,Guanajuato,GTO
1045,12,2002,3185825,Guerrero,GRO
1045,13,2002,2343675,Hidalgo,HGO
1045,14,2002,6655208,Jalisco,JAL
1045,15,2002,13750201,México,MEX
1045,16,2002,4089365,Michoacán,MICH
1045,17,2002,1605470,Morelos,MOR
1045,18,2002,955503,Nayarit,NAY
1045,19,2002,4072154,Nuevo León,NL
1045,20,2002,3578713,Oaxaca,OAX
1045,21,2002,5353996,Puebla,PUE
1045,22,2002,1521700,Querétaro,QRO
1045,23,2002,987376,Quintana Roo,QROO
1045,24,2002,2409515,San Luis Potosí,SLP
1045,25,2002,2623034,Sinaloa,SIN
1045,26,2002,2340664,Sonora,SON
1045,27,2002,1984067,Tabasco,TAB
1045,28,2002,2920972,Tamaulipas,TAM
1045,29,2002,1036757,Tlaxcala,TLAX
1045,30,2002,7165167,Veracruz,VER
1045,31,2002,1765258,Yucatán,YUC
1045,32,2002,1397635,Zacatecas,ZAC
1045,00,2003,103587899,Nacional,Nacional
1045,01,2003,1042583,Aguascalientes,AGS
1045,02,2003,2724975,Baja California,BC
1045,03,2003,487357,Baja California Sur,BCS
1045,04,2003,748463,Campeche,CAMP
1045,05,2003,2478582,Coahuila,COAH
1045,06,2003,567352,Colima,COL
1045,07,2003,4261966,Chiapas,CHPS
1045,08,2003,3223858,Chihuahua,CHIH
1045,09,2003,8878329,Ciudad de México,CDMX
1045,10,2003,1530089,Durango,DGO
1045,11,2003,4938881,Guanajuato,GTO
1045,12,2003,3205860,Guerrero,GRO
1045,13,2003,2370185,Hidalgo,HGO
1045,14,2003,6750512,Jalisco,JAL
1045,15,2003,13968235,México,MEX
1045,16,2003,4098402,Michoacán,MICH
1045,17,2003,1621823,Morelos,MOR
1045,18,2003,964864,Nayarit,NAY
1045,19,2003,4155370,Nuevo León,NL
1045,20,2003,3604885,Oaxaca,OAX
1045,21,2003,5427999,Puebla,PUE
1045,22,2003,1561709,Querétaro,QRO
1045,23,2003,1032090,Quintana Roo,QROO
1045,24,2003,2437891,San Luis Potosí,SLP
1045,25,2003,2644900,Sinaloa,SIN
1045,26,2003,2381092,Sonora,SON
1045,27,2003,2010219,Tabasco,TAB
1045,28,2003,2979915,Tamaulipas,TAM
1045,29,2003,1059014,Tlaxcala,TLAX
1045,30,2003,7226669,Veracruz,VER
1045,31,2003,1798634,Yucatán,YUC
1045,32,2003,1405196,Zacatecas,ZAC
1045,00,2004,104970581,Nacional,Nacional
1045,01,2004,1067693,Aguascalientes,AGS
1045,02,2004,2802054,Baja California,BC
1045,03,2004,505004,Baja California Sur,BCS
1045,04,2004,763707,Campeche,CAMP
1045,05,2004,2523006,Coahuila,COAH
1045,06,2004,574696,Colima,COL
1045,07,2004,4350768,Chiapas,CHPS
1045,08,2004,3267587,Chihuahua,CHIH
1045,09,2004,8931633,Ciudad de México,CDMX
1045,10,2004,1547023,Durango,DGO
1045,11,2004,4994568,Guanajuato,GTO
1045,12,2004,3223509,Guerrero,GRO
1045,13,2004,2396022,Hidalgo,HGO
1045,14,2004,6843769,Jalisco,JAL
1045,15,2004,14180907,México,MEX
1045,16,2004,4105412,Michoacán,MICH
1045,17,2004,1637754,Morelos,MOR
1045,18,2004,973836,Nayarit,NAY
1045,19,2004,4237502,Nuevo León,NL
1045,20,2004,3628605,Oaxaca,OAX
1045,21,2004,5500489,Puebla,PUE
1045,22,2004,1601443,Querétaro,QRO
1045,23,2004,1077416,Quintana Roo,QROO
1045,24,2004,2465380,San Luis Potosí,SLP
1045,25,2004,2665663,Sinaloa,SIN
1045,26,2004,2420811,Sonora,SON
1045,27,2004,2035566,Tabasco,TAB
1045,28,2004,3038381,Tamaulipas,TAM
1045,29,2004,1081005,Tlaxcala,TLAX
1045,30,2004,7285698,Veracruz,VER
1045,31,2004,1831630,Yucatán,YUC
1045,32,2004,1412044,Zacatecas,ZAC
1045,00,2005,106370948,Nacional,Nacional
1045,01,2005,1092345,Aguascalientes,AGS
1045,02,2005,2877276,Baja California,BC
1045,03,2005,523505,Baja California Sur,BCS
1045,04,2005,778680,Campeche,CAMP
1045,05,2005,2567167,Coahuila,COAH
1045,06,2005,583006,Colima,COL
1045,07,2005,4440529,Chiapas,CHPS
1045,08,2005,3309479,Chihuahua,CHIH
1045,09,2005,8977190,Ciudad de México,CDMX
1045,10,2005,1564271,Durango,DGO
1045,11,2005,5054708,Guanajuato,GTO
1045,12,2005,3243372,Guerrero,GRO
1045,13,2005,2425682,Hidalgo,HGO
1045,14,2005,6938752,Jalisco,JAL
1045,15,2005,14393627,México,MEX
1045,16,2005,4119076,Michoacán,MICH
1045,17,2005,1655361,Morelos,MOR
1045,18,2005,984695,Nayarit,NAY
1045,19,2005,4318376,Nuevo León,NL
1045,20,2005,3654837,Oaxaca,OAX
1045,21,2005,5571786,Puebla,PUE
1045,22,2005,1641708,Querétaro,QRO
1045,23,2005,1123401,Quintana Roo,QROO
1045,24,2005,2492556,San Luis Potosí,SLP
1045,25,2005,2687038,Sinaloa,SIN
1045,26,2005,2461139,Sonora,SON
1045,27,2005,2062531,Tabasco,TAB
1045,28,2005,3094907,Tamaulipas,TAM
1045,29,2005,1102517,Tlaxcala,TLAX
1045,30,2005,7347572,Veracruz,VER
1045,31,2005,1863537,Yucatán,YUC
1045,32,2005,1420322,Zacatecas,ZAC
1045,00,2006,107885646,Nacional,Nacional
1045,01,2006,1115306,Aguascalientes,AGS
1045,02,2006,2943650,Baja California,BC
1045,03,2006,545300,Baja California Sur,BCS
1045,04,2006,791621,Campeche,CAMP
1045,05,2006,2611380,Coahuila,COAH
1045,06,2006,595479,Colima,COL
1045,07,2006,4533772,Chiapas,CHPS
1045,08,2006,3343356,Chihuahua,CHIH
1045,09,2006,9001741,Ciudad de México,CDMX
1045,10,2006,1583660,Durango,DGO
1045,11,2006,5139975,Guanajuato,GTO
1045,12,2006,3277472,Guerrero,GRO
1045,13,2006,2471362,Hidalgo,HGO
1045,14,2006,7041613,Jalisco,JAL
1045,15,2006,14610633,México,MEX
1045,16,2006,4162425,Michoacán,MICH
1045,17,2006,1680439,Morelos,MOR
1045,18,2006,1003180,Nayarit,NAY
1045,19,2006,4399069,Nuevo León,NL
1045,20,2006,3693175,Oaxaca,OAX
1045,21,2006,5641184,Puebla,PUE
1045,22,2006,1683397,Querétaro,QRO
1045,23,2006,1167197,Quintana Roo,QROO
1045,24,2006,2520160,San Luis Potosí,SLP
1045,25,2006,2711230,Sinaloa,SIN
1045,26,2006,2505114,Sonora,SON
1045,27,2006,2098221,Tabasco,TAB
1045,28,2006,3143235,Tamaulipas,TAM
1045,29,2006,1121917,Tlaxcala,TLAX
1045,30,2006,7423894,Veracruz,VER
1045,31,2006,1890146,Yucatán,YUC
1045,32,2006,1435343,Zacatecas,ZAC
1045,00,2007,109538665,Nacional,Nacional
1045,01,2007,1137704,Aguascalientes,AGS
1045,02,2007,3004841,Baja California,BC
1045,03,2007,570116,Baja California Sur,BCS
1045,04,2007,802962,Campeche,CAMP
1045,05,2007,2657245,Coahuila,COAH
1045,06,2007,611647,Colima,COL
1045,07,2007,4631540,Chiapas,CHPS
1045,08,2007,3371690,Chihuahua,CHIH
1045,09,2007,9011907,Ciudad de México,CDMX
1045,10,2007,1605283,Durango,DGO
1045,11,2007,5249308,Guanajuato,GTO
1045,12,2007,3324510,Guerrero,GRO
1045,13,2007,2531045,Hidalgo,HGO
1045,14,2007,7154781,Jalisco,JAL
1045,15,2007,14835566,México,MEX
1045,16,2007,4231339,Michoacán,MICH
1045,17,2007,1712141,Morelos,MOR
1045,18,2007,1027998,Nayarit,NAY
1045,19,2007,4482940,Nuevo León,NL
