no,cve_ent,year,valor,entidad,entidad_abr_m
1045,22,2026,2700978,Querétaro,QRO
1045,23,2026,2141082,Quintana Roo,QROO
1045,24,2026,3002651,San Luis Potosí,SLP
1045,25,2026,3208039,Sinaloa,SIN
1045,26,2026,3168624,Sonora,SON
1045,27,2026,2472668,Tabasco,TAB
1045,28,2026,3777472,Tamaulipas,TAM
1045,29,2026,1464515,Tlaxcala,TLAX
1045,30,2026,8111813,Veracruz,VER
1045,31,2026,2542536,Yucatán,YUC
1045,32,2026,1726898,Zacatecas,ZAC
1045,00,2027,135391662,Nacional,Nacional
1045,01,2027,1585410,Aguascalientes,AGS
1045,02,2027,4244732,Baja California,BC
1045,03,2027,939102,Baja California Sur,BCS
1045,04,2027,965051,Campeche,CAMP
1045,05,2027,3479300,Coahuila,COAH
1045,06,2027,775673,Colima,COL
1045,07,2027,6260822,Chiapas,CHPS
1045,08,2027,4128864,Chihuahua,CHIH
1045,09,2027,9132734,Ciudad de México,CDMX
1045,10,2027,1950877,Durango,DGO
1045,11,2027,6640874,Guanajuato,GTO
1045,12,2027,3603402,Guerrero,GRO
1045,13,2027,3366905,Hidalgo,HGO
1045,14,2027,9056773,Jalisco,JAL
1045,15,2027,17914087,México,MEX
1045,16,2027,5131590,Michoacán,MICH
1045,17,2027,2078005,Morelos,MOR
1045,18,2027,1352022,Nayarit,NAY
1045,19,2027,6616988,Nuevo León,NL
1045,20,2027,4397325,Oaxaca,OAX
1045,21,2027,7226154,Puebla,PUE
1045,22,2027,2746349,Querétaro,QRO
1045,23,2027,2179491,Quintana Roo,QROO
1045,24,2027,3024414,San Luis Potosí,SLP
1045,25,2027,3227413,Sinaloa,SIN
1045,26,2027,3195036,Sonora,SON
1045,27,2027,2477039,Tabasco,TAB
1045,28,2027,3804401,Tamaulipas,TAM
1045,29,2027,1480840,Tlaxcala,TLAX
1045,30,2027,8099339,Veracruz,VER
1045,31,2027,2570628,Yucatán,YUC
1045,32,2027,1740022,Zacatecas,ZAC
1045,00,2028,136321595,Nacional,Nacional
1045,01,2028,1602622,Aguascalientes,AGS
1045,02,2028,4297963,Baja California,BC
1045,03,2028,956141,Baja California Sur,BCS
1045,04,2028,967715,Campeche,CAMP
1045,05,2028,3516975,Coahuila,COAH
1045,06,2028,779506,Colima,COL
1045,07,2028,6333970,Chiapas,CHPS
1045,08,2028,4167895,Chihuahua,CHIH
1045,09,2028,9102136,Ciudad de México,CDMX
1045,10,2028,1961397,Durango,DGO
1045,11,2028,6688163,Guanajuato,GTO
1045,12,2028,3598861,Guerrero,GRO
1045,13,2028,3398415,Hidalgo,HGO
1045,14,2028,9127766,Jalisco,JAL
1045,15,2028,17998317,México,MEX
1045,16,2028,5171696,Michoacán,MICH
1045,17,2028,2087704,Morelos,MOR
1045,18,2028,1364872,Nayarit,NAY
1045,19,2028,6715612,Nuevo León,NL
1045,20,2028,4424325,Oaxaca,OAX
1045,21,2028,7300938,Puebla,PUE
1045,22,2028,2790522,Querétaro,QRO
1045,23,2028,2216846,Quintana Roo,QROO
1045,24,2028,3045055,San Luis Potosí,SLP
1045,25,2028,3245497,Sinaloa,SIN
1045,26,2028,3219940,Sonora,SON
1045,27,2028,2480680,Tabasco,TAB
1045,28,2028,3829141,Tamaulipas,TAM
1045,29,2028,1496675,Tlaxcala,TLAX
1045,30,2028,8084145,Veracruz,VER
1045,31,2028,2597784,Yucatán,YUC
1045,32,2028,1752321,Zacatecas,ZAC
1045,00,2029,137200808,Nacional,Nacional
1045,01,2029,1619234,Aguascalientes,AGS
1045,02,2029,4349175,Baja California,BC
1045,03,2029,972848,Baja California Sur,BCS
1045,04,2029,970026,Campeche,CAMP
1045,05,2029,3553424,Coahuila,COAH
1045,06,2029,783071,Colima,COL
1045,07,2029,6405014,Chiapas,CHPS
1045,08,2029,4204699,Chihuahua,CHIH
1045,09,2029,9068610,Ciudad de México,CDMX
1045,10,2029,1971134,Durango,DGO
1045,11,2029,6732826,Guanajuato,GTO
1045,12,2029,3592828,Guerrero,GRO
1045,13,2029,3428676,Hidalgo,HGO
1045,14,2029,9195384,Jalisco,JAL
1045,15,2029,18075180,México,MEX
1045,16,2029,5209919,Michoacán,MICH
1045,17,2029,2096610,Morelos,MOR
1045,18,2029,1377107,Nayarit,NAY
1045,19,2029,6812406,Nuevo León,NL
1045,20,2029,4450098,Oaxaca,OAX
1045,21,2029,7373350,Puebla,PUE
1045,22,2029,2833525,Querétaro,QRO
1045,23,2029,2253155,Quintana Roo,QROO
1045,24,2029,3064653,San Luis Potosí,SLP
1045,25,2029,3262282,Sinaloa,SIN
1045,26,2029,3243529,Sonora,SON
1045,27,2029,2483584,Tabasco,TAB
1045,28,2029,3851993,Tamaulipas,TAM
1045,29,2029,1511977,Tlaxcala,TLAX
1045,30,2029,8066527,Veracruz,VER
1045,31,2029,2624106,Yucatán,YUC
1045,32,2029,1763858,Zacatecas,ZAC
1045,00,2030,138033990,Nacional,Nacional
1045,01,2030,1635311,Aguascalientes,AGS
1045,02,2030,4398675,Baja California,BC
1045,03,2030,989212,Baja California Sur,BCS
1045,04,2030,972005,Campeche,CAMP
1045,05,2030,3588772,Coahuila,COAH
1045,06,2030,786372,Colima,COL
1045,07,2030,6474118,Chiapas,CHPS
1045,08,2030,4239656,Chihuahua,CHIH
1045,09,2030,9032705,Ciudad de México,CDMX
1045,10,2030,1980271,Durango,DGO
1045,11,2030,6775172,Guanajuato,GTO
1045,12,2030,3585515,Guerrero,GRO
1045,13,2030,3457795,Hidalgo,HGO
1045,14,2030,9259907,Jalisco,JAL
1045,15,2030,18144619,México,MEX
1045,16,2030,5246516,Michoacán,MICH
1045,17,2030,2104741,Morelos,MOR
1045,18,2030,1388767,Nayarit,NAY
1045,19,2030,6907570,Nuevo León,NL
1045,20,2030,4474784,Oaxaca,OAX
1045,21,2030,7443370,Puebla,PUE
1045,22,2030,2875396,Querétaro,QRO
1045,23,2030,2288432,Quintana Roo,QROO
1045,24,2030,3083324,San Luis Potosí,SLP
1045,25,2030,3277779,Sinaloa,SIN
1045,26,2030,3266041,Sonora,SON
1045,27,2030,2485841,Tabasco,TAB
1045,28,2030,3873393,Tamaulipas,TAM
1045,29,2030,1526772,Tlaxcala,TLAX
1045,30,2030,8046710,Veracruz,VER
1045,31,2030,2649670,Yucatán,YUC
1045,32,2030,1774779,Zacatecas,ZAC
1045,00,2031,138825843,Nacional,Nacional
1045,01,2031,1650928,Aguascalientes,AGS
1045,02,2031,4446749,Baja California,BC
1045,03,2031,1005224,Baja California Sur,BCS
1045,04,2031,973713,Campeche,CAMP
1045,05,2031,3623144,Coahuila,COAH
1045,06,2031,789450,Colima,COL
1045,07,2031,6541466,Chiapas,CHPS
1045,08,2031,4273134,Chihuahua,CHIH
1045,09,2031,8994951,Ciudad de México,CDMX
1045,10,2031,1988913,Durango,DGO
1045,11,2031,6815482,Guanajuato,GTO
1045,12,2031,3577112,Guerrero,GRO
1045,13,2031,3485880,Hidalgo,HGO
1045,14,2031,9321688,Jalisco,JAL
1045,15,2031,18206922,México,MEX
1045,16,2031,5281812,Michoacán,MICH
1045,17,2031,2112159,Morelos,MOR
1045,18,2031,1399904,Nayarit,NAY
1045,19,2031,7001033,Nuevo León,NL
1045,20,2031,4498544,Oaxaca,OAX
1045,21,2031,7511018,Puebla,PUE
1045,22,2031,2916211,Querétaro,QRO
1045,23,2031,2322700,Quintana Roo,QROO
1045,24,2031,3101197,San Luis Potosí,SLP
1045,25,2031,3292115,Sinaloa,SIN
1045,26,2031,3287686,Sonora,SON
1045,27,2031,2487473,Tabasco,TAB
1045,28,2031,3893638,Tamaulipas,TAM
1045,29,2031,1541071,Tlaxcala,TLAX
1045,30,2031,8024784,Veracruz,VER
1045,31,2031,2674539,Yucatán,YUC
1045,32,2031,1785203,Zacatecas,ZAC
1045,00,2032,139580548,Nacional,Nacional
1045,01,2032,1666085,Aguascalientes,AGS
1045,02,2032,4493629,Baja California,BC
1045,03,2032,1020906,Baja California Sur,BCS
1045,04,2032,975157,Campeche,CAMP
1045,05,2032,3656634,Coahuila,COAH
1045,06,2032,792331,Colima,COL
1045,07,2032,6607243,Chiapas,CHPS
1045,08,2032,4305496,Chihuahua,CHIH
1045,09,2032,8955799,Ciudad de México,CDMX
1045,10,2032,1997160,Durango,DGO
1045,11,2032,6854058,Guanajuato,GTO
1045,12,2032,3567852,Guerrero,GRO
1045,13,2032,3512990,Hidalgo,HGO
1045,14,2032,9380983,Jalisco,JAL
1045,15,2032,18262430,México,MEX
1045,16,2032,5316053,Michoacán,MICH
1045,17,2032,2118919,Morelos,MOR
1045,18,2032,1410602,Nayarit,NAY
1045,19,2032,7092696,Nuevo León,NL
1045,20,2032,4521508,Oaxaca,OAX
1045,21,2032,7576366,Puebla,PUE
1045,22,2032,2955993,Querétaro,QRO
1045,23,2032,2355991,Quintana Roo,QROO
1045,24,2032,3118404,San Luis Potosí,SLP
1045,25,2032,3305398,Sinaloa,SIN
1045,26,2032,3308592,Sonora,SON
1045,27,2032,2488523,Tabasco,TAB
1045,28,2032,3912910,Tamaulipas,TAM
1045,29,2032,1554871,Tlaxcala,TLAX
1045,30,2032,8000944,Veracruz,VER
1045,31,2032,2698771,Yucatán,YUC
1045,32,2032,1795254,Zacatecas,ZAC
1045,00,2033,140301983,Nacional,Nacional
1045,01,2033,1680830,Aguascalientes,AGS
1045,02,2033,4539559,Baja California,BC
1045,03,2033,1036250,Baja California Sur,BCS
1045,04,2033,976355,Campeche,CAMP
1045,05,2033,3689320,Coahuila,COAH
1045,06,2033,795023,Colima,COL
1045,07,2033,6671649,Chiapas,CHPS
1045,08,2033,4337034,Chihuahua,CHIH
1045,09,2033,8915667,Ciudad de México,CDMX
1045,10,2033,2005128,Durango,DGO
1045,11,2033,6891128,Guanajuato,GTO
1045,12,2033,3557885,Guerrero,GRO
1045,13,2033,3539220,Hidalgo,HGO
1045,14,2033,9438200,Jalisco,JAL
1045,15,2033,18311333,México,MEX
1045,16,2033,5349496,Michoacán,MICH
1045,17,2033,2125047,Morelos,MOR
1045,18,2033,1420931,Nayarit,NAY
1045,19,2033,7182671,Nuevo León,NL
1045,20,2033,4543808,Oaxaca,OAX
1045,21,2033,7639432,Puebla,PUE
1045,22,2033,2994780,Querétaro,QRO
1045,23,2033,2388314,Quintana Roo,QROO
1045,24,2033,3135043,San Luis Potosí,SLP
1045,25,2033,3317769,Sinaloa,SIN
1045,26,2033,3328824,Sonora,SON
1045,27,2033,2488980,Tabasco,TAB
1045,28,2033,3931269,Tamaulipas,TAM
1045,29,2033,1568191,Tlaxcala,TLAX
1045,30,2033,7975409,Veracruz,VER
1045,31,2033,2722408,Yucatán,YUC
1045,32,2033,1805030,Zacatecas,ZAC
1045,00,2034,140993393,Nacional,Nacional
1045,01,2034,1695148,Aguascalientes,AGS
1045,02,2034,4584700,Baja California,BC
1045,03,2034,1051270,Baja California Sur,BCS
1045,04,2034,977343,Campeche,CAMP
1045,05,2034,3721262,Coahuila,COAH
1045,06,2034,797546,Colima,COL
1045,07,2034,6734796,Chiapas,CHPS
1045,08,2034,4367965,Chihuahua,CHIH
1045,09,2034,8874820,Ciudad de México,CDMX
1045,10,2034,2012866,Durango,DGO
1045,11,2034,6926905,Guanajuato,GTO
1045,12,2034,3547369,Guerrero,GRO
1045,13,2034,3564605,Hidalgo,HGO
1045,14,2034,9493580,Jalisco,JAL
1045,15,2034,18353793,México,MEX
1045,16,2034,5382323,Michoacán,MICH
1045,17,2034,2130568,Morelos,MOR
1045,18,2034,1430958,Nayarit,NAY
1045,19,2034,7271200,Nuevo León,NL
1045,20,2034,4565522,Oaxaca,OAX
1045,21,2034,7700285,Puebla,PUE
1045,22,2034,3032606,Querétaro,QRO
1045,23,2034,2419690,Quintana Roo,QROO
1045,24,2034,3151207,San Luis Potosí,SLP
1045,25,2034,3329307,Sinaloa,SIN
1045,26,2034,3348462,Sonora,SON
1045,27,2034,2488904,Tabasco,TAB
1045,28,2034,3948843,Tamaulipas,TAM
1045,29,2034,1581033,Tlaxcala,TLAX
1045,30,2034,7948420,Veracruz,VER
1045,31,2034,2745461,Yucatán,YUC
1045,32,2034,1814636,Zacatecas,ZAC
1045,00,2035,141656637,Nacional,Nacional
1045,01,2035,1709063,Aguascalientes,AGS
1045,02,2035,4629135,Baja California,BC
1045,03,2035,1065940,Baja California Sur,BCS
1045,04,2035,978118,Campeche,CAMP
1045,05,2035,3752478,Coahuila,COAH
1045,06,2035,799912,Colima,COL
1045,07,2035,6796803,Chiapas,CHPS
1045,08,2035,4398374,Chihuahua,CHIH
1045,09,2035,8833389,Ciudad de México,CDMX
1045,10,2035,2020424,Durango,DGO
1045,11,2035,6961532,Guanajuato,GTO
1045,12,2035,3536390,Guerrero,GRO
1045,13,2035,3589172,Hidalgo,HGO
1045,14,2035,9547250,Jalisco,JAL
1045,15,2035,18389911,México,MEX
1045,16,2035,5414658,Michoacán,MICH
1045,17,2035,2135527,Morelos,MOR
1045,18,2035,1440751,Nayarit,NAY
1045,19,2035,7358398,Nuevo León,NL
1045,20,2035,4586721,Oaxaca,OAX
1045,21,2035,7758971,Puebla,PUE
1045,22,2035,3069475,Querétaro,QRO
1045,23,2035,2450149,Quintana Roo,QROO
1045,24,2035,3166951,San Luis Potosí,SLP
1045,25,2035,3340055,Sinaloa,SIN
1045,26,2035,3367573,Sonora,SON
1045,27,2035,2488280,Tabasco,TAB
1045,28,2035,3965740,Tamaulipas,TAM
1045,29,2035,1593439,Tlaxcala,TLAX
1045,30,2035,7919983,Veracruz,VER
1045,31,2035,2767983,Yucatán,YUC
1045,32,2035,1824092,Zacatecas,ZAC
1045,00,2036,142291504,Nacional,Nacional
1045,01,2036,1722585,Aguascalientes,AGS
1045,02,2036,4672841,Baja California,BC
1045,03,2036,1080256,Baja California Sur,BCS
1045,04,2036,978666,Campeche,CAMP
1045,05,2036,3782961,Coahuila,COAH
1045,06,2036,802097,Colima,COL
1045,07,2036,6857730,Chiapas,CHPS
1045,08,2036,4428219,Chihuahua,CHIH
1045,09,2036,8791338,Ciudad de México,CDMX
1045,10,2036,2027806,Durango,DGO
1045,11,2036,6994993,Guanajuato,GTO
1045,12,2036,3524990,Guerrero,GRO
1045,13,2036,3612887,Hidalgo,HGO
1045,14,2036,9599196,Jalisco,JAL
1045,15,2036,18419703,México,MEX
1045,16,2036,5446534,Michoacán,MICH
1045,17,2036,2139931,Morelos,MOR
1045,18,2036,1450282,Nayarit,NAY
1045,19,2036,7444182,Nuevo León,NL
1045,20,2036,4607374,Oaxaca,OAX
1045,21,2036,7815493,Puebla,PUE
1045,22,2036,3105380,Querétaro,QRO
1045,23,2036,2479714,Quintana Roo,QROO
1045,24,2036,3182250,San Luis Potosí,SLP
1045,25,2036,3349997,Sinaloa,SIN
1045,26,2036,3386124,Sonora,SON
1045,27,2036,2487106,Tabasco,TAB
1045,28,2036,3981984,Tamaulipas,TAM
1045,29,2036,1605399,Tlaxcala,TLAX
1045,30,2036,7890157,Veracruz,VER
1045,31,2036,2789953,Yucatán,YUC
1045,32,2036,1833376,Zacatecas,ZAC
1045,00,2037,142895488,Nacional,Nacional
1045,01,2037,1735670,Aguascalientes,AGS
1045,02,2037,4715623,Baja California,BC
1045,03,2037,1094209,Baja California Sur,BCS
1045,04,2037,979003,Campeche,CAMP
1045,05,2037,3812606,Coahuila,COAH
1045,06,2037,804107,Colima,COL
1045,07,2037,6917562,Chiapas,CHPS
1045,08,2037,4457258,Chihuahua,CHIH
1045,09,2037,8748390,Ciudad de México,CDMX
1045,10,2037,2034918,Durango,DGO
1045,11,2037,7027212,Guanajuato,GTO
1045,12,2037,3513120,Guerrero,GRO
1045,13,2037,3635667,Hidalgo,HGO
1045,14,2037,9649233,Jalisco,JAL
1045,15,2037,18443141,México,MEX
1045,16,2037,5477783,Michoacán,MICH
1045,17,2037,2143765,Morelos,MOR
1045,18,2037,1459533,Nayarit,NAY
1045,19,2037,7528353,Nuevo León,NL
1045,20,2037,4627358,Oaxaca,OAX
1045,21,2037,7869856,Puebla,PUE
1045,22,2037,3140275,Querétaro,QRO
1045,23,2037,2508342,Quintana Roo,QROO
1045,24,2037,3197058,San Luis Potosí,SLP
1045,25,2037,3359079,Sinaloa,SIN
1045,26,2037,3404008,Sonora,SON
1045,27,2037,2485365,Tabasco,TAB
1045,28,2037,3997456,Tamaulipas,TAM
1045,29,2037,1616936,Tlaxcala,TLAX
1045,30,2037,7858836,Veracruz,VER
1045,31,2037,2811348,Yucatán,YUC
1045,32,2037,1842418,Zacatecas,ZAC
1045,00,2038,143464237,Nacional,Nacional
1045,01,2038,1748298,Aguascalientes,AGS
1045,02,2038,4757183,Baja California,BC
1045,03,2038,1107784,Baja California Sur,BCS
1045,04,2038,979101,Campeche,CAMP
1045,05,2038,3841300,Coahuila,COAH
1045,06,2038,805894,Colima,COL
1045,07,2038,6976225,Chiapas,CHPS
1045,08,2038,4485106,Chihuahua,CHIH
1045,09,2038,8704119,Ciudad de México,CDMX
1045,10,2038,2041646,Durango,DGO
1045,11,2038,7057973,Guanajuato,GTO
1045,12,2038,3500706,Guerrero,GRO
1045,13,2038,3657377,Hidalgo,HGO
1045,14,2038,9697072,Jalisco,JAL
1045,15,2038,18460186,México,MEX
1045,16,2038,5508169,Michoacán,MICH
1045,17,2038,2146982,Morelos,MOR
1045,18,2038,1468462,Nayarit,NAY
1045,19,2038,7610695,Nuevo León,NL
1045,20,2038,4646508,Oaxaca,OAX
1045,21,2038,7921931,Puebla,PUE
1045,22,2038,3174074,Querétaro,QRO
1045,23,2038,2536024,Quintana Roo,QROO
1045,24,2038,3211220,San Luis Potosí,SLP
1045,25,2038,3367200,Sinaloa,SIN
1045,26,2038,3421009,Sonora,SON
1045,27,2038,2483031,Tabasco,TAB
1045,28,2038,4011805,Tamaulipas,TAM
1045,29,2038,1628028,Tlaxcala,TLAX
1045,30,2038,7825942,Veracruz,VER
1045,31,2038,2832108,Yucatán,YUC
1045,32,2038,1851079,Zacatecas,ZAC
1045,00,2039,143992746,Nacional,Nacional
1045,01,2039,1760380,Aguascalientes,AGS
1045,02,2039,4797179,Baja California,BC
1045,03,2039,1120961,Baja California Sur,BCS
1045,04,2039,978967,Campeche,CAMP
1045,05,2039,3868885,Coahuila,COAH
1045,06,2039,807457,Colima,COL
1045,07,2039,7033597,Chiapas,CHPS
1045,08,2039,4511338,Chihuahua,CHIH
1045,09,2039,8657948,Ciudad de México,CDMX
1045,10,2039,2047900,Durango,DGO
1045,11,2039,7087070,Guanajuato,GTO
1045,12,2039,3487635,Guerrero,GRO
1045,13,2039,3677883,Hidalgo,HGO
1045,14,2039,9742320,Jalisco,JAL
1045,15,2039,18470723,México,MEX
1045,16,2039,5537340,Michoacán,MICH
1045,17,2039,2149533,Morelos,MOR
1045,18,2039,1476975,Nayarit,NAY
1045,19,2039,7691081,Nuevo León,NL
1045,20,2039,4664608,Oaxaca,OAX
1045,21,2039,7971627,Puebla,PUE
1045,22,2039,3206723,Querétaro,QRO
1045,23,2039,2562745,Quintana Roo,QROO
1045,24,2039,3224630,San Luis Potosí,SLP
1045,25,2039,3374237,Sinaloa,SIN
1045,26,2039,3436876,Sonora,SON
1045,27,2039,2480083,Tabasco,TAB
1045,28,2039,4024696,Tamaulipas,TAM
1045,29,2039,1638670,Tlaxcala,TLAX
1045,30,2039,7791323,Veracruz,VER
1045,31,2039,2852160,Yucatán,YUC
1045,32,2039,1859196,Zacatecas,ZAC
1045,00,2040,144476530,Nacional,Nacional
1045,01,2040,1771901,Aguascalientes,AGS
1045,02,2040,4835262,Baja California,BC
1045,03,2040,1133706,Baja California Sur,BCS
1045,04,2040,978565,Campeche,CAMP
1045,05,2040,3895230,Coahuila,COAH
1045,06,2040,808766,Colima,COL
1045,07,2040,7089579,Chiapas,CHPS
1045,08,2040,4535538,Chihuahua,CHIH
1045,09,2040,8609423,Ciudad de México,CDMX
1045,10,2040,2053521,Durango,DGO
1045,11,2040,7114271,Guanajuato,GTO
1045,12,2040,3473786,Guerrero,GRO
1045,13,2040,3697074,Hidalgo,HGO
1045,14,2040,9784753,Jalisco,JAL
1045,15,2040,18474722,México,MEX
1045,16,2040,5564993,Michoacán,MICH
1045,17,2040,2151373,Morelos,MOR
1045,18,2040,1485018,Nayarit,NAY
1045,19,2040,7769371,Nuevo León,NL
1045,20,2040,4681456,Oaxaca,OAX
1045,21,2040,8018826,Puebla,PUE
1045,22,2040,3238119,Querétaro,QRO
1045,23,2040,2588480,Quintana Roo,QROO
1045,24,2040,3237127,San Luis Potosí,SLP
1045,25,2040,3380119,Sinaloa,SIN
1045,26,2040,3451421,Sonora,SON
1045,27,2040,2476480,Tabasco,TAB
1045,28,2040,4035864,Tamaulipas,TAM
1045,29,2040,1648857,Tlaxcala,TLAX
1045,30,2040,7754836,Veracruz,VER
1045,31,2040,2871457,Yucatán,YUC
1045,32,2040,1866636,Zacatecas,ZAC
1045,00,2041,144912929,Nacional,Nacional
1045,01,2041,1782805,Aguascalientes,AGS
1045,02,2041,4871246,Baja California,BC
1045,03,2041,1146026,Baja California Sur,BCS
1045,04,2041,977893,Campeche,CAMP
1045,05,2041,3920251,Coahuila,COAH
1045,06,2041,809788,Colima,COL
1045,07,2041,7144081,Chiapas,CHPS
1045,08,2041,4557477,Chihuahua,CHIH
1045,09,2041,8558319,Ciudad de México,CDMX
1045,10,2041,2058471,Durango,DGO
1045,11,2041,7139414,Guanajuato,GTO
1045,12,2041,3459130,Guerrero,GRO
1045,13,2041,3714856,Hidalgo,HGO
1045,14,2041,9824040,Jalisco,JAL
1045,15,2041,18472131,México,MEX
1045,16,2041,5591017,Michoacán,MICH
1045,17,2041,2152475,Morelos,MOR
1045,18,2041,1492543,Nayarit,NAY
1045,19,2041,7845453,Nuevo León,NL
1045,20,2041,4696961,Oaxaca,OAX
1045,21,2041,8063509,Puebla,PUE
1045,22,2041,3268222,Querétaro,QRO
1045,23,2041,2613201,Quintana Roo,QROO
1045,24,2041,3248625,San Luis Potosí,SLP
1045,25,2041,3384796,Sinaloa,SIN
1045,26,2041,3464542,Sonora,SON
1045,27,2041,2472217,Tabasco,TAB
1045,28,2041,4045182,Tamaulipas,TAM
1045,29,2041,1658593,Tlaxcala,TLAX
1045,30,2041,7716441,Veracruz,VER
1045,31,2041,2889932,Yucatán,YUC
1045,32,2041,1873292,Zacatecas,ZAC
1045,00,2042,145301351,Nacional,Nacional
1045,01,2042,1793128,Aguascalientes,AGS
1045,02,2042,4905097,Baja California,BC
1045,03,2042,1157904,Baja California Sur,BCS
1045,04,2042,976951,Campeche,CAMP
1045,05,2042,3943942,Coahuila,COAH
1045,06,2042,810542,Colima,COL
1045,07,2042,7197086,Chiapas,CHPS
1045,08,2042,4577079,Chihuahua,CHIH
1045,09,2042,8504596,Ciudad de México,CDMX
1045,10,2042,2062694,Durango,DGO
1045,11,2042,7162440,Guanajuato,GTO
1045,12,2042,3443630,Guerrero,GRO
1045,13,2042,3731198,Hidalgo,HGO
1045,14,2042,9860136,Jalisco,JAL
1045,15,2042,18463052,México,MEX
1045,16,2042,5615357,Michoacán,MICH
1045,17,2042,2152812,Morelos,MOR
1045,18,2042,1499543,Nayarit,NAY
1045,19,2042,7919224,Nuevo León,NL
1045,20,2042,4711081,Oaxaca,OAX
1045,21,2042,8105701,Puebla,PUE
1045,22,2042,3297032,Querétaro,QRO
1045,23,2042,2636904,Quintana Roo,QROO
1045,24,2042,3259139,San Luis Potosí,SLP
1045,25,2042,3388276,Sinaloa,SIN
1045,26,2042,3476205,Sonora,SON
1045,27,2042,2467283,Tabasco,TAB
1045,28,2042,4052626,Tamaulipas,TAM
1045,29,2042,1667859,Tlaxcala,TLAX
1045,30,2042,7676060,Veracruz,VER
1045,31,2042,2907592,Yucatán,YUC
1045,32,2042,1879182,Zacatecas,ZAC
1045,00,2043,145642911,Nacional,Nacional
1045,01,2043,1802833,Aguascalientes,AGS
1045,02,2043,4936851,Baja California,BC
1045,03,2043,1169328,Baja California Sur,BCS
1045,04,2043,975750,Campeche,CAMP
1045,05,2043,3966322,Coahuila,COAH
1045,06,2043,811011,Colima,COL
1045,07,2043,7248555,Chiapas,CHPS
1045,08,2043,4594444,Chihuahua,CHIH
1045,09,2043,8448448,Ciudad de México,CDMX
1045,10,2043,2066215,Durango,DGO
1045,11,2043,7183398,Guanajuato,GTO
1045,12,2043,3427341,Guerrero,GRO
1045,13,2043,3746139,Hidalgo,HGO
1045,14,2043,9893126,Jalisco,JAL
1045,15,2043,18447557,México,MEX
1045,16,2043,5638073,Michoacán,MICH
1045,17,2043,2152443,Morelos,MOR
1045,18,2043,1506021,Nayarit,NAY
1045,19,2043,7990666,Nuevo León,NL
1045,20,2043,4723855,Oaxaca,OAX
1045,21,2043,8145492,Puebla,PUE
1045,22,2043,3324530,Querétaro,QRO
1045,23,2043,2659572,Quintana Roo,QROO
1045,24,2043,3268672,San Luis Potosí,SLP
1045,25,2043,3390602,Sinaloa,SIN
1045,26,2043,3486471,Sonora,SON
1045,27,2043,2461700,Tabasco,TAB
1045,28,2043,4058261,Tamaulipas,TAM
1045,29,2043,1676678,Tlaxcala,TLAX
1045,30,2043,7633840,Veracruz,VER
1045,31,2043,2924392,Yucatán,YUC
1045,32,2043,1884325,Zacatecas,ZAC
1045,00,2044,145939797,Nacional,Nacional
1045,01,2044,1811950,Aguascalientes,AGS
1045,02,2044,4966606,Baja California,BC
1045,03,2044,1180307,Baja California Sur,BCS
1045,04,2044,974280,Campeche,CAMP
1045,05,2044,3987422,Coahuila,COAH
1045,06,2044,811224,Colima,COL
1045,07,2044,7298541,Chiapas,CHPS
1045,08,2044,4609772,Chihuahua,CHIH
1045,09,2044,8390214,Ciudad de México,CDMX
1045,10,2044,2069060,Durango,DGO
1045,11,2044,7202320,Guanajuato,GTO
1045,12,2044,3410288,Guerrero,GRO
1045,13,2044,3759713,Hidalgo,HGO
1045,14,2044,9923152,Jalisco,JAL
1045,15,2044,18425937,México,MEX
1045,16,2044,5659284,Michoacán,MICH
1045,17,2044,2151365,Morelos,MOR
1045,18,2044,1512035,Nayarit,NAY
1045,19,2044,8059802,Nuevo León,NL
1045,20,2044,4735387,Oaxaca,OAX
1045,21,2044,8182970,Puebla,PUE
1045,22,2044,3350718,Querétaro,QRO
1045,23,2044,2681207,Quintana Roo,QROO
1045,24,2044,3277296,San Luis Potosí,SLP
1045,25,2044,3391814,Sinaloa,SIN
1045,26,2044,3495422,Sonora,SON
1045,27,2044,2455451,Tabasco,TAB
1045,28,2044,4062199,Tamaulipas,TAM
1045,29,2044,1685041,Tlaxcala,TLAX
1045,30,2044,7589871,Veracruz,VER
1045,31,2044,2940342,Yucatán,YUC
1045,32,2044,1888807,Zacatecas,ZAC
1045,00,2045,146194887,Nacional,Nacional
1045,01,2045,1820528,Aguascalientes,AGS
1045,02,2045,4994554,Baja California,BC
1045,03,2045,1190846,Baja California Sur,BCS
1045,04,2045,972559,Campeche,CAMP
1045,05,2045,4007293,Coahuila,COAH
1045,06,2045,811192,Colima,COL
1045,07,2045,7347056,Chiapas,CHPS
1045,08,2045,4623300,Chihuahua,CHIH
1045,09,2045,8330174,Ciudad de México,CDMX
1045,10,2045,2071301,Durango,DGO
1045,11,2045,7219325,Guanajuato,GTO
1045,12,2045,3392596,Guerrero,GRO
1045,13,2045,3772000,Hidalgo,HGO
1045,14,2045,9950380,Jalisco,JAL
1045,15,2045,18398259,México,MEX
1045,16,2045,5679166,Michoacán,MICH
1045,17,2045,2149622,Morelos,MOR
1045,18,2045,1517598,Nayarit,NAY
1045,19,2045,8126722,Nuevo León,NL
1045,20,2045,4745780,Oaxaca,OAX
1045,21,2045,8218257,Puebla,PUE
1045,22,2045,3375651,Querétaro,QRO
